author,2020,2021,2022,2023,2024
Peter Schmidt-Nielsen,0,0,1,0,0
Adam Scherlis,0,0,1,0,0
Noa Nabeshima,0,0,1,0,0
Ben Weinstein-Raun,0,0,1,0,0
Daniel de Haas,0,0,1,0,0
Buck Shlegeris,0,0,1,0,0
Nate Thomas,0,0,1,0,0
Joan Puigcerver,0,0,1,0,0
Rodolphe Jenatton,0,0,1,0,0
Carlos Riquelme,0,0,1,0,0
Srinadh Bhojanapalli,0,0,1,0,0
Weixin Chen,0,0,1,1,0
Haoqian Wang,0,0,1,0,0
Zhenting Wang,0,0,2,1,0
Kai Mei,0,0,1,0,0
Hailun Ding,0,0,2,0,0
Juan Zhai,0,0,2,0,0
Kien Do,0,0,1,0,0
Hung Le,0,0,1,0,0
Dung Nguyen,0,0,1,0,0
Dang Nguyen,0,0,1,0,0
Haripriya Harikumar,0,0,1,0,0
Truyen Tran,0,0,1,0,0
Santu Rana,0,0,1,0,0
Svetha Venkatesh,0,0,1,0,0
Jinyuan Jia,0,0,1,4,2
Wenjie Qu,0,0,1,0,0
Neil Zhenqiang Gong,0,0,1,1,0
Yaxin Xiao,0,0,1,0,0
Qingqing Ye,0,0,1,0,0
Haibo Hu,0,0,1,0,0
Huadi Zheng,0,0,1,0,0
Chengfang Fang,0,0,1,0,0
Sina Däubener,0,0,1,0,0
Asja Fischer,0,0,1,0,0
Xili Dai,0,0,1,0,0
Mingyang Li,0,0,1,0,0
Pengyuan Zhai,0,0,1,0,0
Shengbang Tong,0,0,1,1,0
Xingjian Gao,0,0,1,0,0
Shao-Lun Huang,0,0,1,0,0
Chong You,0,0,2,0,0
Yi Ma,0,0,2,0,0
Hongrui Chen,0,0,1,0,0
Mingda Zhang,0,0,1,1,0
Zihao Zhu,0,0,1,0,0
Shaokui Wei,0,0,1,2,2
Danni Yuan,0,0,1,0,0
Alexandra Senderovich,0,0,1,0,0
Ekaterina Bulatova,0,0,1,0,0
Anton Obukhov,0,0,1,0,0
Maxim V. Rakhuba,0,0,1,0,0
Li-Cheng Lan,0,0,1,0,0
Ti-Rong Wu,0,0,1,0,0
Meng-Yu Tsai,0,0,1,0,0
I-Chen Wu,0,0,1,0,0
Lingkai Kong,0,0,1,0,0
Jiaming Cui,0,0,1,0,0
Yuchen Zhuang,0,0,1,0,0
Rui Feng,0,0,1,0,0
B. Aditya Prakash,0,0,1,0,0
Yan Dai,0,0,2,0,0
Liyu Chen,0,0,1,0,0
Noel Loo,0,0,1,0,0
Ramin M. Hasani,0,0,1,0,0
Saeed Masoudian,0,0,1,0,0
Julian Zimmert,0,0,1,0,0
Yevgeny Seldin,0,0,1,0,0
Tian Yu Liu,0,0,2,0,0
Yu Yang,0,0,2,0,0
Baharan Mirzasoleiman,0,0,2,1,0
Adam Dziedzic,0,0,2,3,2
Haonan Duan,0,0,1,1,0
Muhammad Ahmad Kaleem,0,0,2,1,0
Nikita Dhawan,0,0,2,0,0
Jonas Guan,0,0,2,0,0
Yannis Cattan,0,0,1,0,0
Franziska Boenisch,0,0,1,2,1
Mengda Yang,0,0,1,1,0
Ziang Li,0,0,1,1,0
Juan Wang,0,0,1,1,0
Ao Ren,0,0,1,0,0
Xiaoyang Xu,0,0,1,1,0
Wenzhe Yi,0,0,1,1,0
Pau de Jorge Aranda,0,0,1,0,0
Adel Bibi,0,0,1,1,0
Riccardo Volpi,0,0,1,0,0
Amartya Sanyal,0,0,1,1,2
Philip H. S. Torr,0,0,1,1,0
Grégory Rogez,0,0,1,0,0
Puneet K. Dokania,0,0,1,0,1
Yucheng Shi,0,0,1,1,0
Yahong Han,0,0,1,0,0
Yu-an Tan,0,0,1,0,0
Xiaohui Kuang,0,0,1,0,0
Roland S. Zimmermann,0,0,1,0,0
Yiming Li,0,0,1,2,1
Yong Yang,0,0,1,0,0
Andreas Terzis,0,0,1,0,0
Xu Zhang,0,0,1,0,0
Zhenyuan Yuan,0,0,1,0,0
Minghui Zhu,0,0,1,0,0
Mingyuan Wang,0,0,1,0,0
Ali Shahin Shamsabadi,0,0,1,0,0
Mohammad Yaghini,0,0,1,0,0
Natalie Dullerud,0,0,1,0,0
Sierra Calanda Wyllie,0,0,1,0,0
Aisha Alaagib,0,0,1,0,0
Shubham Kumar Bharti,0,0,1,0,0
Jerry Zhu,0,0,1,0,0
Annie S. Chen,0,0,1,0,0
Archit Sharma,0,0,1,0,0
Sergey Levine,0,0,3,1,0
Chelsea Finn,0,0,2,1,0
Sizhe Chen,0,0,1,0,0
Zhehao Huang,0,0,1,0,0
Qinghua Tao,0,0,1,0,0
Yingwen Wu,0,0,1,0,0
Xiaolin Huang,0,0,1,0,0
Jiancong Xiao,0,0,1,1,0
Jue Wang,0,0,2,0,0
Roman Levin,0,0,1,0,0
Eitan Borgnia,0,0,1,0,0
Furong Huang,0,0,2,1,2
Andrei Atanov,0,0,1,0,0
Andrei Filatov,0,0,1,0,0
Teresa Yeo,0,0,1,0,0
Ajay Sohmshetty,0,0,1,0,0
Amir Zamir,0,0,1,0,0
Dhruv Rohatgi,0,0,2,0,0
Marc Rigter,0,0,1,0,0
Bruno Lacerda,0,0,1,0,1
Nick Hawes,0,0,1,0,1
Yizhen Wang,0,0,1,0,0
Mohannad Alhanahnah,0,0,1,0,0
Xiaozhu Meng,0,0,1,0,0
Ke Wang,0,0,1,0,0
Mihai Christodorescu,0,0,1,0,0
Balaji Lakshminarayanan,0,0,1,0,0
Kelvin Cheng,0,0,1,0,0
Tianfu Wu,0,0,1,1,0
Christopher G. Healey,0,0,1,0,0
Zheyi Fan,0,0,1,0,0
Zhaohui Li,0,0,1,0,0
Qingpei Hu,0,0,1,0,0
Jasper Tan,0,0,1,0,0
Blake Mason,0,0,1,0,0
Hamid Javadi,0,0,1,0,0
Richard G. Baraniuk,0,0,1,0,0
Chengyu Dong,0,0,1,0,0
Liyuan Liu,0,0,1,0,0
Jingbo Shang,0,0,1,0,0
Jiajin Li,0,0,1,0,0
Sirui Lin,0,0,1,0,0
Hoyong Jeong,0,0,1,0,0
Suyoung Lee,0,0,1,1,0
Sooel Son,0,0,1,2,0
Abhinav Kumar,0,0,1,0,0
Chenhao Tan,0,0,1,0,0
Nikolaos Tsilivis,0,0,1,0,1
Julia Kempe,0,0,1,0,2
Vasileios Charisopoulos,0,0,1,1,0
Anil Damle,0,0,1,0,0
Amrith Setlur,0,0,1,0,0
Benjamin Eysenbach,0,0,1,0,0
Yifei Wang,0,0,1,2,1
Runkai Zheng,0,0,1,0,0
Rongjun Tang,0,0,1,0,0
Jianze Li,0,0,1,0,1
Li Liu,0,0,1,0,1
Fan Liu,0,0,1,0,2
Hao Liu,0,0,1,0,1
Wenzhao Jiang,0,0,1,0,0
Andrew C. Cullen,0,0,1,0,0
Paul Montague,0,0,1,0,1
Shijie Liu,0,0,1,0,0
Hossein Souri,0,0,1,0,0
Chenghao Sun,0,0,1,0,0
Chaoqun Wan,0,0,1,0,0
Du Jiang,0,0,1,0,0
Yibo Miao,0,0,1,0,2
Xiao-Shan Gao,0,0,1,1,3
Louis Béthune,0,0,1,2,0
Thibaut Boissin,0,0,1,2,0
Mathieu Serrurier,0,0,1,2,0
Franck Mamalet,0,0,1,1,0
Corentin Friedrich,0,0,1,0,0
Alberto González-Sanz,0,0,1,0,0
Ashwin Sekhari,0,0,1,0,0
Fan Wang,0,0,1,0,0
Adams Wai-Kin Kong,0,0,1,0,0
Xiang Tian,0,0,1,0,0
Bolun Zheng,0,0,1,0,0
Yaowu Chen,0,0,1,0,0
Gal Vardi,0,0,2,3,0
Gilad Yehudai,0,0,2,2,1
Ohad Shamir,0,0,2,0,0
Emily Wenger,0,0,2,1,0
Roma Bhattacharjee,0,0,1,0,0
Josephine Passananti,0,0,1,0,0
Emilio Andere,0,0,1,0,0
Heather Zheng,0,0,2,1,0
Ben Y. Zhao,0,0,2,0,0
Shuwen Chai,0,0,1,0,0
Yongyuan Liang,0,0,1,0,0
Yanchao Sun,0,0,1,0,1
Ruijie Zheng,0,0,1,0,0
William de Vazelhes,0,0,1,0,0
Hualin Zhang,0,0,1,0,0
Huimin Wu,0,0,1,0,0
Xiaotong Yuan,0,0,1,0,0
Bin Gu,0,0,1,1,0
Aritra Mitra,0,0,1,0,0
Arman Adibi,0,0,1,0,0
Zhuoer Xu,0,0,1,0,0
Guanghui Zhu,0,0,1,0,0
Changhua Meng,0,0,1,0,0
Shiwen Cui,0,0,1,0,0
Zhenzhe Ying,0,0,1,0,0
Weiqiang Wang,0,0,1,0,1
Yihua Huang,0,0,1,0,0
Niv Haim,0,0,1,1,0
Michal Irani,0,0,1,1,0
Luca Demetrio,0,0,1,0,0
Angelo Sotgiu,0,0,1,0,0
Ambra Demontis,0,0,1,0,0
Yangdi Lu,0,0,1,0,0
Yang Bo,0,0,1,0,0
Wenbo He,0,0,1,0,0
Jianan Zhou,0,0,1,0,1
Jianing Zhu,0,0,1,1,0
Rui Yang,0,0,1,1,1
Chenjia Bai,0,0,1,0,0
Xiaoteng Ma,0,0,1,0,0
Chongjie Zhang,0,0,1,0,0
Lei Han,0,0,1,0,1
Zihan Li,0,0,1,0,0
Shiwei Zeng,0,0,2,1,0
Yue Gao,0,0,2,0,0
Kassem Fawaz,0,0,2,0,0
Mikhail Pautov,0,0,1,0,0
Olesya Kuznetsova,0,0,1,0,0
Nurislam Tursynbek,0,0,1,0,0
Aleksandr Petiushko,0,0,1,0,0
Ivan V. Oseledets,0,0,1,0,0
Jonathan A. Kelner,0,0,1,0,0
Frederic Koehler,0,0,1,0,0
Xufeng Cai,0,0,1,0,0
Chaobing Song,0,0,1,0,0
Jelena Diakonikolas,0,0,1,2,2
Jianhao Ding,0,0,1,0,0
Tong Bu,0,0,1,1,0
Zhaofei Yu,0,0,1,0,0
Tiejun Huang,0,0,1,0,0
Jian K. Liu,0,0,1,0,0
Shengyao Zhang,0,0,1,0,0
Yifan Yan,0,0,1,0,0
Chejian Xu,0,0,1,1,0
Wenhao Ding,0,0,1,1,0
Weijie Lyu,0,0,1,0,0
Zuxin Liu,0,0,1,1,0
Shuai Wang,0,0,1,0,0
Yihan He,0,0,1,0,0
Hanjiang Hu,0,0,1,2,0
Ding Zhao,0,0,1,3,0
Maharshi Gor,0,0,1,0,0
Suraj Srinivas,0,0,1,0,0
Kyle Matoba,0,0,1,0,0
François Fleuret,0,0,1,0,0
Xinsong Ma,0,0,1,0,0
Zekai Wang,0,0,2,1,0
Hongxin Wei,0,0,1,0,0
Amrutha Saseendran,0,0,1,0,0
Kathrin Skubch,0,0,1,0,0
Stefan Falkner,0,0,1,0,0
Margret Keuper,0,0,2,1,0
Yunrui Yu,0,0,1,0,0
Xitong Gao,0,0,1,0,0
Cheng-Zhong Xu,0,0,1,0,0
Pedro Sandoval Segura,0,0,1,1,0
David Jacobs,0,0,1,0,0
Arnhav Datar,0,0,1,0,0
Arun Rajkumar,0,0,1,0,0
John Augustine,0,0,1,0,0
Zihan Liu,0,0,1,0,0
Yun Luo,0,0,1,0,0
Lirong Wu,0,0,1,0,0
Zicheng Liu,0,0,1,0,0
Stan Z. Li,0,0,1,0,0
Yoav Kolumbus,0,0,1,0,0
Noam Nisan,0,0,1,0,0
Lilly Kumari,0,0,1,0,0
Shengjie Wang,0,0,1,0,0
Jeff A. Bilmes,0,0,1,0,0
Matthias Englert,0,0,1,0,0
Ranko Lazic,0,0,1,0,0
Jiaqi Wang,0,0,1,0,0
David Lie,0,0,1,0,0
Hongjing Niu,0,0,1,0,0
Hanting Li,0,0,1,0,0
Feng Zhao,0,0,1,0,0
Bin Li,0,0,1,0,1
Laurent Valentin Jospin,0,0,1,0,0
Allen Antony,0,0,1,0,0
Lian Xu,0,0,1,0,0
Hamid Laga,0,0,1,0,0
Farid Boussaïd,0,0,1,0,0
Mohammed Bennamoun,0,0,1,0,0
Georgy Noarov,0,0,1,0,0
Ramya Ramalingam,0,0,1,0,0
Can Chen,0,0,1,0,0
Yingxue Zhang,0,0,1,0,0
Jie Fu,0,0,1,0,0
Xue (Steve) Liu,0,0,1,0,0
Mark Coates,0,0,1,0,0
Chenyu You,0,0,1,0,0
Ruihan Zhao,0,0,1,0,0
Fenglin Liu,0,0,1,0,0
Siyuan Dong,0,0,1,0,0
Sandeep Chinchali,0,0,1,0,0
Ufuk Topcu,0,0,1,0,0
Lawrence H. Staib,0,0,1,0,0
James S. Duncan,0,0,1,0,0
Yufei Chen,0,0,1,0,0
Yun Shen,0,0,1,1,0
Yi Liu,0,0,1,0,0
Li Shen,0,0,2,3,1
Yong Zhang,0,0,1,0,0
Haoyang Li,0,0,1,0,0
Shimin Di,0,0,1,0,0
Lei Chen,0,0,1,0,0
Dong-Sig Han,0,0,1,0,0
Hyunseo Kim,0,0,1,0,0
Hyundo Lee,0,0,1,0,0
Je-Hwan Ryu,0,0,1,0,0
Byoung-Tak Zhang,0,0,1,0,0
Patrick O'Reilly,0,0,1,0,0
Andreas Bugler,0,0,1,0,0
Keshav Bhandari,0,0,1,0,0
Max Morrison,0,0,1,0,0
Bryan Pardo,0,0,1,0,0
Shiyun Lin,0,0,1,0,0
Yuze Han,0,0,1,0,0
Xiang Li,0,0,1,0,1
Zhihua Zhang,0,0,1,1,0
Idan Mehalel,0,0,1,0,1
Shay Moran,0,0,1,2,1
Yichen Wu,0,0,1,0,0
Long-Kai Huang,0,0,1,0,0
Ying Wei,0,0,1,0,1
Jingyuan Xu,0,0,1,1,0
Baixu Chen,0,0,1,0,0
Junguang Jiang,0,0,1,0,0
Ximei Wang,0,0,1,0,0
Pengfei Wan,0,0,1,0,0
Jianmin Wang,0,0,1,0,0
Mingsheng Long,0,0,1,0,0
Qi Tian,0,0,1,0,0
Kun Kuang,0,0,1,0,0
Kelu Jiang,0,0,1,0,0
Furui Liu,0,0,1,0,0
Zhihua Wang,0,0,1,0,0
Fei Wu,0,0,1,0,0
Stephen Casper,0,0,1,1,0
Max Nadeau,0,0,1,0,0
Dylan Hadfield-Menell,0,0,2,1,0
Gabriel Kreiman,0,0,1,0,0
Yan Scholten,0,0,1,2,0
Jan Schuchardt,0,0,2,2,0
Tiancheng Jin,0,0,1,1,0
Tal Lancewicki,0,0,1,0,0
Aviv Rosenberg,0,0,1,0,0
Ruisi Cai,0,0,1,0,0
Zhenyu Zhang,0,0,3,0,0
Xiaohan Chen,0,0,1,0,0
Pascale Gourdeau,0,0,1,0,0
Marta Kwiatkowska,0,0,1,0,0
James Worrell,0,0,1,0,0
Shuai Jia,0,0,1,0,0
Bangjie Yin,0,0,1,0,0
Chunhua Shen,0,0,1,0,0
Madeline Schiappa,0,0,1,0,0
Shruti Vyas,0,0,1,0,0
Hamid Palangi,0,0,1,0,0
Yogesh S. Rawat,0,0,1,1,0
Jiafan He,0,0,1,0,0
Tong Zhang,0,0,1,4,1
Zhikuan Zhao,0,0,1,0,0
Hengzhi Pei,0,0,1,1,0
Bojan Karlas,0,0,1,0,0
Heng Guo,0,0,1,0,0
Christian Cianfarani,0,0,1,0,0
Mingjie Chen,0,0,1,0,0
François Charton,0,0,1,1,0
Kristin E. Lauter,0,0,1,1,0
Henger Li,0,0,1,0,0
Xiaolin Sun,0,0,1,0,0
Dylan J. Foster,0,0,1,0,0
Alexander Rakhlin,0,0,1,0,0
Ayush Sekhari,0,0,1,1,0
Chanwoo Park,0,0,1,0,0
Sangdoo Yun,0,0,1,0,1
Sanghyuk Chun,0,0,1,0,0
Diane Oyen,0,0,1,0,0
Michal Kucer,0,0,1,0,0
Nicolas W. Hengartner,0,0,1,0,0
Har Simrat Singh,0,0,1,0,0
Junyuan Hong,0,0,1,2,0
Aston Zhang,0,0,2,0,0
Jiyang Guan,0,0,1,0,0
Jian Liang,0,0,1,0,0
Ran He,0,0,1,0,0
Shouwei Ruan,0,0,1,0,0
Caixin Kang,0,0,1,0,0
Calvin-Khang Ta,0,0,1,0,0
Akash Gupta,0,0,1,0,0
Xiangrui Cai,0,0,1,0,0
Haidong Xu,0,0,1,0,0
Sihan Xu,0,0,1,0,0
Ying Zhang,0,0,1,0,0
Xiaojie Yuan,0,0,1,0,0
Samuel Dooley,0,0,1,0,0
George Z. Wei,0,0,1,0,0
Marvin Zhang,0,0,1,0,0
Mazda Moayeri,0,0,1,0,0
Kiarash Banihashem,0,0,1,2,0
Julia Grabinski,0,0,1,1,0
Paul Gavrikov,0,0,1,1,0
Janis Keuper,0,0,1,1,0
Mohammad Mahmudul Alam,0,0,1,0,0
Tim Oates,0,0,1,0,0
James Holt,0,0,1,0,0
Shuang Ao,0,0,1,0,0
Jing Jiang,0,0,1,1,1
Guodong Long,0,0,1,0,0
Xuan Song,0,0,1,0,0
Chengqi Zhang,0,0,1,0,0
Arpit Bansal,0,0,1,0,0
Ping-Yeh Chiang,0,0,1,0,0
Rajiv Jain,0,0,1,0,0
Curtis Wigington,0,0,1,0,0
Varun Manjunatha,0,0,1,0,0
Sujay Bhatt,0,0,1,0,0
Guanhua Fang,0,0,1,0,1
Gennady Samorodnitsky,0,0,1,0,0
Guy Blanc,0,0,1,0,0
Caleb Koch,0,0,1,0,0
Jane Lange,0,0,1,0,0
Li-Yang Tan,0,0,1,0,0
Micah D. Carroll,0,0,1,0,0
Anca D. Dragan,0,0,1,1,0
Stuart Russell,0,0,1,1,0
Ruoxin Chen,0,0,1,0,0
Zenan Li,0,0,1,0,0
Jie Li,0,0,1,0,0
Chentao Wu,0,0,1,0,0
Wenda Chu,0,0,1,0,0
Edith Cohen,0,0,1,0,0
Xin Lyu,0,0,1,0,0
Jelani Nelson,0,0,1,0,0
Tamás Sarlós,0,0,1,0,0
Moshe Shechner,0,0,1,0,0
Thomas Brunner,0,0,1,0,0
Evan Shelhamer,0,0,1,0,1
Bao Gia Doan,0,0,1,0,0
Ehsan Abbasnejad,0,0,1,0,0
Javen Qinfeng Shi,0,0,1,0,0
Damith C. Ranasinghe,0,0,1,0,0
Ricardo Dominguez-Olmedo,0,0,1,0,0
Amir-Hossein Karimi,0,0,1,0,0
Sanghamitra Dutta,0,0,1,0,1
Jason Long,0,0,1,0,0
Saumitra Mishra,0,0,1,0,0
Cecilia Tilli,0,0,1,0,0
Daniele Magazzeni,0,0,1,0,0
Lê Nguyên Hoang,0,0,1,0,0
Oscar Villemaud,0,0,1,0,0
Jiongxiao Wang,0,0,1,2,2
Kaiwen Zhou,0,0,1,0,0
Binghui Xie,0,0,1,0,0
James Cheng,0,0,1,0,0
Amin Ghiasi,0,0,1,1,0
Hamid Kazemi,0,0,1,0,0
Steven Reich,0,0,1,0,0
Chong Guo,0,0,1,0,0
Michael J. Lee,0,0,1,1,0
Yug Rao,0,0,1,0,0
Jun-Qi Guo,0,0,1,0,0
Ming-Zhuo Teng,0,0,1,0,0
Wei Gao,0,0,1,0,0
Zhi-Hua Zhou,0,0,1,1,2
Eric Han,0,0,1,0,0
Zhongkai Hao,0,0,1,0,1
Chengyang Ying,0,0,1,0,0
Jian Song,0,0,1,0,0
Keegan Harris,0,0,1,1,0
Dung Daniel T. Ngo,0,0,1,0,0
Logan Stapleton,0,0,1,0,0
Hoda Heidari,0,0,1,0,0
Steven Wu,0,0,1,1,0
Wenzheng Hou,0,0,1,0,0
Qianqian Xu,0,0,1,0,0
Zhiyong Yang,0,0,1,0,0
Shilong Bao,0,0,1,0,0
Yuan He,0,0,1,0,0
Qingming Huang,0,0,1,0,1
Jiatai Huang,0,0,1,0,0
Longbo Huang,0,0,1,0,0
Pierre Humbert,0,0,1,0,0
Batiste Le Bars,0,0,1,0,0
Ludovic Minvielle,0,0,1,0,0
Nikhil Kandpal,0,0,1,0,0
Eric Wallace,0,0,1,1,0
Colin Raffel,0,0,1,0,0
Muhammad Bilal Zafar,0,0,1,0,0
Nathalie Rauschmayr,0,0,1,0,0
Krishnaram Kenthapadi,0,0,1,0,0
Yiwen Kou,0,0,1,0,0
Qinyuan Zheng,0,0,1,0,0
Jeongyeol Kwon,0,0,1,0,0
Yonathan Efroni,0,0,1,0,0
Constantine Caramanis,0,0,1,0,0
Shie Mannor,0,0,1,0,0
Deokjae Lee,0,0,1,0,0
Seungyong Moon,0,0,1,0,0
Junhyeok Lee,0,0,1,0,0
Tao Xie,0,0,1,0,0
Weiran Lin,0,0,1,0,0
Keane Lucas,0,0,1,1,0
Lujo Bauer,0,0,1,1,0
Mahmood Sharif,0,0,1,0,0
Qinghua Liu,0,0,1,0,0
Yuanhao Wang,0,0,1,0,0
Sheng Liu,0,0,1,0,0
Mantas Mazeika,0,0,1,1,0
David A. Forsyth,0,0,1,0,0
Valentyn Melnychuk,0,0,1,0,0
Dennis Frauen,0,0,1,0,0
Stefan Feuerriegel,0,0,1,0,0
Blaise Delattre,0,0,1,0,0
Alexandre Araujo,0,0,1,2,0
Alexandre Allauzen,0,0,1,0,0
Waleed Mustafa,0,0,1,0,0
Yunwen Lei,0,0,1,0,0
Marius Kloft,0,0,1,0,0
Weili Nie,0,0,1,1,0
Brandon Guo,0,0,1,0,0
Arash Vahdat,0,0,1,0,0
Animashree Anandkumar,0,0,1,0,0
Harsh Rangwani,0,0,1,0,0
Sumukh K. Aithal,0,0,1,0,0
Mayank Mishra,0,0,1,0,0
Arihant Jain,0,0,1,0,0
Venkatesh Babu Radhakrishnan,0,0,1,0,0
Shih-Han Chan,0,0,1,0,0
Jiawei Ren,0,0,1,0,0
Liang Pan,0,0,1,0,0
Ziwei Liu,0,0,1,0,0
Ivan Dario Jimenez Rodriguez,0,0,1,0,0
Aaron D. Ames,0,0,1,0,0
Andrei A. Rusu,0,0,1,0,0
Raia Hadsell,0,0,1,0,0
Leo Schwinn,0,0,1,0,2
Leon Bungert,0,0,1,0,0
An Nguyen,0,0,1,0,0
René Raab,0,0,1,0,0
Falk Pulsmeyer,0,0,1,0,0
Doina Precup,0,0,1,0,0
Bjoern M. Eskofier,0,0,1,0,0
Dario Zanca,0,0,1,0,0
Zhuo Zhang,0,0,1,1,0
Zachary J. Golan-Strieb,0,0,1,0,0
Lukas Struppek,0,0,1,0,1
Dominik Hintersdorf,0,0,1,0,1
Antonio De Almeida Correia,0,0,1,0,0
Antonia Adler,0,0,1,0,0
Kristian Kersting,0,0,1,0,1
Peter Súkeník,0,0,1,0,0
Aleksei Kuvshinov,0,0,1,0,0
Tyler Sypherd,0,0,1,0,0
Lalitha Sankar,0,0,1,0,0
Davoud Ataee Tarzanagh,0,0,1,0,0
Mingchen Li,0,0,1,0,0
Christos Thrampoulidis,0,0,1,0,0
Samet Oymak,0,0,1,0,0
Michael A. Teti,0,0,1,0,0
Ben Migliori,0,0,1,0,0
Juston Moore,0,0,1,0,0
Darshan Thaker,0,0,1,0,0
Paris Giampouras,0,0,1,0,0
Adam R. Villaflor,0,0,1,0,0
Zhe Huang,0,0,1,0,0
Swapnil Pande,0,0,1,0,0
John M. Dolan,0,0,1,0,0
Jeff Schneider,0,0,1,0,0
Václav Vorácek,0,0,1,1,1
Huazheng Wang,0,0,1,0,0
Hongning Wang,0,0,1,0,0
Shuai Zheng,0,0,1,0,0
Xingjian Shi,0,0,1,0,0
Mu Li,0,0,1,0,0
Junlin Wu,0,0,1,0,0
Yihan Wu,0,0,1,0,1
Evelyn Ma,0,0,1,0,0
Hyun Ho Son,0,0,1,0,0
Keiichiro Yamamura,0,0,1,0,0
Haruki Sato,0,0,1,0,0
Nariaki Tateiwa,0,0,1,0,0
Nozomi Hata,0,0,1,0,0
Toru Mitsutake,0,0,1,0,0
Issa Oe,0,0,1,0,0
Hiroki Ishikura,0,0,1,0,0
Katsuki Fujisawa,0,0,1,0,0
Chaojian Yu,0,0,1,1,0
Jun Yu,0,0,1,0,0
Mingming Gong,0,0,1,0,0
Zitong Yang,0,0,1,0,0
Alexander Wei,0,0,1,1,0
Xueru Zhang,0,0,1,0,0
Mohammad Mahdi Khalili,0,0,1,0,0
Kun Jin,0,0,1,0,1
Parinaz Naghizadeh,0,0,1,0,0
Zhengming Zhang,0,0,1,0,0
Ashwinee Panda,0,0,1,0,0
Linyue Song,0,0,1,0,0
Joseph Gonzalez,0,0,1,0,0
Aaron C. Courville,0,0,1,0,0
Yoshua Bengio,0,0,1,0,0
Arun Sai Suggala,0,0,1,1,0
Yihua Zhang,0,0,1,1,2
Guanhua Zhang,0,0,1,0,0
Prashant Khanduri,0,0,1,1,0
Haiteng Zhao,0,0,1,0,0
Chang Ma,0,0,1,0,0
Zhi-Hong Deng,0,0,1,0,0
Xiaoyu Wang,0,0,1,0,0
Yibing Zhan,0,0,1,0,0
Martín Bertrán,0,0,0,1,0
Shuai Tang,0,0,0,1,1
Michael Kearns,0,0,0,1,1
Jamie Morgenstern,0,0,0,1,0
Zhenyi Wang,0,0,0,2,0
Tiehang Duan,0,0,0,1,0
Yanjun Zhu,0,0,0,1,0
Donglin Zhan,0,0,0,1,0
David S. Doermann,0,0,0,1,0
Mingchen Gao,0,0,0,1,0
Amur Ghose,0,0,0,1,0
Apurv Gupta,0,0,0,1,0
Pascal Poupart,0,0,0,1,0
Junqi Gao,0,0,0,1,1
Biqing Qi,0,0,0,1,1
Yao Li,0,0,0,1,1
Zhichang Guo,0,0,0,1,0
Dong Li,0,0,0,1,0
Yuming Xing,0,0,0,1,0
Dazhi Zhang,0,0,0,1,0
Mingli Zhu,0,0,0,1,1
Dami Choi,0,0,0,1,0
David Kristjanson Duvenaud,0,0,0,1,1
Mohak Bhardwaj,0,0,0,1,0
Tengyang Xie,0,0,0,1,0
Byron Boots,0,0,0,2,0
Nan Jiang,0,0,0,1,0
Ching-An Cheng,0,0,0,2,0
Xiaosen Wang,0,0,0,2,0
Kangheng Tong,0,0,0,1,0
Kun He,0,0,0,1,0
Meghdad Kurmanji,0,0,0,1,0
Peter Triantafillou,0,0,0,1,0
Jamie Hayes,0,0,0,2,1
Eleni Triantafillou,0,0,0,1,0
Haotian Xue,0,0,0,1,1
Yongxin Chen,0,0,0,1,1
Andong Wang,0,0,0,1,0
Chao Li,0,0,0,1,1
Mingyuan Bai,0,0,0,1,0
Zhong Jin,0,0,0,1,0
Guoxu Zhou,0,0,0,1,0
Qibin Zhao,0,0,0,1,0
Rui She,0,0,0,1,0
Haobo Zhang,0,0,0,1,0
Yuyang Deng,0,0,0,1,0
Mehrdad Mahdavi,0,0,0,1,0
Shurui Gui,0,0,0,1,0
Meng Liu,0,0,0,1,0
Xiner Li,0,0,0,1,0
Youzhi Luo,0,0,0,1,0
Shuiwang Ji,0,0,0,1,0
Ajay Subramanian,0,0,0,1,0
Elena Sizikova,0,0,0,1,0
Najib J. Majaj,0,0,0,1,0
Denis G. Pelli,0,0,0,1,0
Zhen Xiang,0,0,0,2,2
Zidi Xiong,0,0,0,3,0
Odelia Melamed,0,0,0,1,1
Tosca Lechner,0,0,0,3,0
Jiayuan Ye,0,0,0,1,0
Zhenyu Zhu,0,0,0,1,0
Fanghui Liu,0,0,0,1,0
Reza Shokri,0,0,0,1,0
An Zhang,0,0,0,2,0
Leheng Sheng,0,0,0,1,0
Zhibo Cai,0,0,0,1,0
Xiang Wang,0,0,0,2,0
Charles Guille-Escuret,0,0,0,1,0
Pau Rodríguez,0,0,0,1,0
David Vázquez,0,0,0,1,0
João Monteiro,0,0,0,1,0
Florian E. Dorner,0,0,0,1,0
Georgi Pashaliev,0,0,0,1,0
Xun Xian,0,0,0,2,1
Ganghua Wang,0,0,0,2,1
Jayanth Srinivasa,0,0,0,2,1
Ashish Kundu,0,0,0,2,1
Xuan Bi,0,0,0,2,1
Jie Ding,0,0,0,2,1
Haonan Yan,0,0,0,1,0
Wenjing Zhang,0,0,0,1,0
Xiaoguang Li,0,0,0,1,0
Wenhai Sun,0,0,0,2,0
Hui Li,0,0,0,1,0
Xiaodong Lin,0,0,0,1,0
Xiaoxiao Sun,0,0,0,1,0
Nidham Gazagnadou,0,0,0,1,0
